CustomerID,Total_Revenue,Average_Order_Value,Total_Orders,Total_Products,Total_Items,Active_days
13811,814.5,62.65384615384615,3,7,68,55
13812,539.0,14.972222222222221,3,33,333,63
13813,1366.8600000000001,19.809565217391306,4,54,552,95
13814,1579.12,27.703859649122805,2,38,864,44
13815,4027.36,22.882727272727273,4,135,2560,296
13816,571.67,20.416785714285712,2,25,269,40
13817,382.98,15.957500000000001,2,20,211,322
13819,1140.35,31.676388888888887,3,26,1109,18
13821,385.64,6.536271186440678,2,51,153,116
13822,632.0,6.583333333333333,2,90,611,34
13823,957.66,23.941499999999998,2,39,439,72
13824,1698.94,36.93347826086956,5,35,768,277
13826,189.5,18.95,1,10,82,0
13827,409.8,4.4543478260869565,3,83,138,85
13828,209.49,13.966000000000001,1,15,311,0
13831,2198.45,30.534027777777776,6,59,743,353
13832,52.199999999999996,17.4,1,3,28,0
13833,383.85,13.708928571428572,1,28,117,0
13835,834.57,15.174000000000001,4,48,442,190
13837,266.59000000000003,14.810555555555558,2,17,182,105
13838,674.82,4.089818181818182,4,144,254,364
13841,85.0,85.0,1,1,100,0
13842,3385.62,16.43504854368932,9,155,1768,308
13844,361.62,18.081,1,20,196,0
13845,312.98,34.775555555555556,1,9,182,0
13846,865.0600000000001,15.728363636363637,3,55,388,335
13848,1255.0,251.0,3,3,3700,273
13849,1537.95,15.227227722772279,2,97,1016,119
13850,1595.48,17.155698924731183,1,93,944,0
13851,2651.46,32.73407407407407,3,77,1705,192
13853,1090.1399999999999,47.39739130434782,1,23,312,0
13854,8109.5199999999995,73.72290909090908,25,39,2296,356
13856,388.5,27.75,3,10,494,34
13858,216.17000000000002,19.651818181818182,1,11,75,0
13859,201.16,7.184285714285714,1,27,129,0
13860,1245.9,16.39342105263158,5,58,591,85
13862,2209.36,15.894676258992806,8,98,1688,314
13863,305.78,15.288999999999998,1,20,224,0
13865,501.56,16.718666666666667,4,26,204,231
13866,145.67,20.81,1,7,57,0
13867,1005.09,16.7515,3,51,501,186
13868,3192.54,96.74363636363637,2,32,1964,31
13869,3083.65,10.143585526315789,4,235,1709,233
13870,2770.94,24.095130434782607,8,91,1325,285
13871,6403.25,19.057291666666668,13,160,2806,286
13873,389.6,16.93913043478261,3,21,140,190
13874,540.45,30.025000000000002,1,18,180,0
13875,1786.79,17.180673076923078,5,82,1316,247
13876,122.7,17.52857142857143,1,7,36,0
13877,117.24,39.08,1,3,108,0
13878,1271.57,36.330571428571425,1,35,463,0
13880,3219.77,19.513757575757577,13,126,1842,345
13881,17159.52,96.40179775280899,20,72,10118,308
13882,1191.13,18.325076923076924,5,54,953,61
13883,2674.48,18.834366197183098,5,110,1436,242
13884,787.6,13.349152542372881,5,47,300,276
13885,506.8,18.1,2,28,182,11
13886,243.56,15.2225,1,16,126,0
13887,349.55,18.397368421052633,1,19,147,0
13888,595.67,15.273589743589742,2,38,254,98
13889,416.90000000000003,27.793333333333337,1,15,146,0
13890,1883.81,17.125545454545453,10,74,831,357
13892,632.97,23.443333333333335,4,26,983,219
13893,821.1,39.1,1,21,190,0
13894,564.62,20.911851851851853,3,25,354,286
13895,2593.07,21.975169491525424,4,98,1365,136
13897,311.16,18.303529411764707,1,17,200,0
13898,155.93,12.994166666666667,1,12,133,0
13899,388.52,20.448421052631577,2,19,156,258
13900,740.95,17.23139534883721,3,42,430,79
13901,2867.2,19.242953020134227,5,144,1739,246
13904,332.64,12.793846153846154,2,24,332,257
13908,2369.55,19.42254098360656,4,104,1478,196
13911,2580.91,17.43858108108108,9,120,2731,251
13914,626.45,18.983333333333334,2,29,380,24
13917,272.04,15.113333333333335,2,16,228,141
13918,1212.8400000000001,40.428000000000004,2,30,1140,203
13919,384.81,13.743214285714286,2,24,474,62
13922,172.25,24.607142857142858,1,7,93,0
13923,351.13,17.5565,1,20,185,0
13924,1838.8500000000001,15.716666666666669,6,90,1575,70
13925,678.25,16.54268292682927,4,28,331,42
13926,223.85000000000002,20.35,1,11,104,0
13927,348.99,16.61857142857143,1,21,214,0
13928,464.57,17.206296296296298,4,23,129,122
13929,842.65,93.62777777777778,2,8,143,157
13930,337.34,19.843529411764706,2,15,274,78
13931,1237.53,21.336724137931036,2,56,725,185
13932,307.4,19.2125,1,16,72,0
13933,608.79,26.469130434782606,2,23,205,39
13934,922.1,29.74516129032258,1,31,390,0
13936,376.58,14.483846153846153,1,26,330,0
13937,158.85,17.65,1,9,123,0
13938,71.66,10.237142857142857,1,7,70,0
13939,568.55,12.634444444444444,3,43,847,288
13940,839.14,17.12530612244898,4,39,516,126
13941,5112.96,113.62133333333334,5,25,2364,350
13946,561.57,51.051818181818184,3,11,443,188
13947,90.6,18.119999999999997,1,5,44,0
13948,102.0,34.0,1,3,40,0
13949,2427.32,15.170750000000002,6,124,2474,91
13950,745.06,21.28742857142857,4,33,323,235
13951,674.45,17.293589743589745,3,38,459,118
13952,3251.071,23.730445255474454,2,120,1431,20
13953,3515.68,175.784,7,8,2724,345
13954,439.92,17.5968,2,24,150,69
13955,322.96,9.786666666666665,2,33,154,151
13956,1019.27,6.933809523809524,5,123,486,266
13959,594.04,6.600444444444444,3,79,355,283
13960,230.22,19.185,2,11,142,50
13962,169.54999999999998,15.413636363636362,2,11,87,223
13963,664.54,18.986857142857144,4,35,460,59
13967,80.7,40.35,1,2,42,0
13969,9024.17,14.578626817447496,18,339,4528,357
13971,2758.26,18.511812080536913,8,118,1844,266
13972,190.25,12.683333333333334,2,15,187,131
13973,264.7,24.063636363636363,1,11,109,0
13974,413.59000000000003,14.77107142857143,1,28,249,0
13975,2461.2400000000002,7.480972644376901,6,241,1697,245
13976,357.98,35.798,1,10,154,0
13978,196.79,13.119333333333334,2,14,315,30
13979,869.87,16.108703703703704,1,54,639,0
13980,200.14,18.19454545454545,1,11,172,0
13982,1871.81,16.863153153153153,4,72,1136,326
13983,2603.43,24.3311214953271,12,92,1183,337
13984,920.51,57.531875,5,14,679,339
13985,7060.13,20.229598853868197,15,109,3445,260
13986,320.46,24.650769230769228,1,12,430,0
13988,4147.96,17.726324786324785,6,188,3044,234
13989,1266.08,30.88,2,33,1313,173
13990,311.3,19.45625,1,16,190,0
13991,852.88,10.400975609756097,6,59,995,131
13992,76.8,15.36,1,5,64,0
13993,3466.36,28.647603305785125,9,66,900,287
13994,2274.14,15.36581081081081,6,122,932,144
13995,1393.69,16.205697674418605,5,56,879,230
13999,3901.81,18.758701923076924,12,104,2243,351
14000,635.66,42.37733333333333,1,15,710,0
14001,2043.0800000000002,52.38666666666667,3,34,962,327
14002,529.73,11.270851063829788,2,47,877,22
14004,4582.64,26.799064327485382,7,104,2668,245
14005,2874.72,34.22285714285714,5,53,2478,206
14006,962.19,32.073,3,23,641,196
14009,695.61,16.562142857142856,2,42,365,7
14012,328.8,29.89090909090909,1,11,160,0
14013,473.02,13.91235294117647,3,30,462,165
14014,505.18,12.953333333333333,1,39,1076,0
14015,917.34,45.867000000000004,1,20,378,0
14016,4341.21,26.964037267080744,4,154,2125,195
14019,1421.61,21.539545454545454,3,38,1037,91
14020,642.8,16.48205128205128,2,37,441,71
14021,631.9,28.722727272727273,3,22,192,101
14022,440.0,15.714285714285714,1,28,487,0
14023,584.07,18.840967741935486,2,30,345,242
14024,327.7,20.48125,2,16,150,2
14027,104.82,17.47,1,6,62,0
14029,467.66,31.177333333333333,2,15,198,80
14030,2358.84,9.747272727272728,8,210,1478,348
14031,17286.86,69.14744,19,119,5788,365
14032,2975.59,20.80832167832168,11,56,2032,364
14034,648.89,7.545232558139535,3,82,420,135
14035,1428.02,21.636666666666667,5,42,739,268
14036,626.65,16.49078947368421,1,38,268,0
14037,147.20000000000002,5.257142857142858,2,27,46,188
14038,1560.38,16.960652173913044,3,66,965,128
14039,152.2,25.366666666666664,1,6,92,0
14040,3560.32,15.547248908296943,12,149,1544,290
14041,141.41,6.733809523809524,1,21,94,0
14044,646.42,3.1379611650485435,4,167,304,283
14045,1659.75,276.625,4,4,535,264
14046,154.99,11.070714285714287,1,14,460,0
14047,1308.6100000000001,40.894062500000004,5,22,381,364
14048,409.93,4.822705882352941,1,83,288,0
14049,5578.72,11.670962343096235,4,349,3808,301
14050,746.36,13.821481481481483,2,49,689,74
14051,15610.390000000001,74.33519047619048,23,54,3756,365
14052,225.36,4.024285714285715,1,56,89,0
14053,260.25,65.0625,2,2,215,35
14054,92.46000000000001,15.410000000000002,1,6,62,0
14055,725.6400000000001,72.56400000000001,1,10,216,0
14056,8152.71,7.493299632352941,23,331,4252,282
14057,6211.66,21.949328621908126,17,180,4873,336
14059,183.6,22.95,1,8,128,0
14060,6140.42,30.39811881188119,19,88,5386,368
14062,10464.85,94.27792792792793,12,62,5593,354
14064,1334.34,17.329090909090908,5,59,1772,245
14066,152.55,21.792857142857144,1,7,45,0
14067,374.7,7.2057692307692305,2,51,361,32
14068,265.85,11.077083333333334,1,22,73,0
14071,1437.57,4.450681114551084,8,271,994,261
14073,151.04,11.618461538461538,1,13,130,0
14075,942.26,21.913023255813954,3,33,754,256
14076,118.67,2.6970454545454547,1,43,79,0
14077,499.42,11.890952380952381,5,33,268,233
14078,1049.37,16.144153846153845,6,46,310,271
14079,375.1,31.258333333333336,1,12,301,0
14080,45.599999999999994,11.399999999999999,1,4,48,0
14081,921.62,6.1441333333333334,2,126,592,67
14082,182.25,6.2844827586206895,1,28,110,0
14083,1002.9,5.6661016949152545,9,162,705,367
14085,4421.29,9.868950892857143,18,274,3177,366
14087,191.47,2.8157352941176472,1,61,250,0
14088,50491.81,85.7246349745331,13,381,12665,312
14089,158.75,12.211538461538462,1,13,133,0
14090,76.32000000000001,76.32000000000001,1,1,72,0
14092,4076.91,19.050981308411213,14,117,2066,350
14093,433.86,4.3386000000000005,1,95,391,0
14096,65164.79,12.749909998043435,17,1129,16352,97
14098,147.35,7.016666666666667,1,21,104,0
14099,3104.17,12.41668,11,169,2179,338
14100,191.95,7.678,1,24,63,0
14101,5976.79,170.76542857142857,6,16,6942,252
14102,1105.8799999999999,19.066896551724135,5,35,769,39
14104,216.21,10.295714285714286,2,21,72,11
14105,1266.23,17.111216216216217,1,74,800,0
14107,2703.23,21.977479674796747,7,61,1793,312
14108,597.91,17.585588235294118,2,33,381,70
14109,144.2,16.022222222222222,1,9,88,0
14110,5683.15,36.66548387096774,12,94,2445,263
14111,692.85,69.285,4,10,458,227
14112,2915.15,18.2196875,7,120,1651,253
14113,1840.42,54.13,4,26,745,351
14114,386.53,25.768666666666665,2,15,101,56
14116,1382.74,19.204722222222223,5,61,707,101
14117,90.0,30.0,1,3,72,0
14121,2780.15,17.485220125786164,4,148,2082,56
14124,419.58,83.916,1,4,1618,0
14125,2720.63,16.38933734939759,3,159,1628,67
14126,706.1300000000001,47.07533333333334,3,14,508,2
14127,709.71,16.129772727272726,3,39,321,187
14128,637.5,13.858695652173912,2,40,564,195
14129,1123.8600000000001,21.61269230769231,5,35,592,259
14130,480.91,7.286515151515152,1,66,257,0
14132,3586.0299999999997,17.930149999999998,11,99,3368,181
14133,605.64,21.63,3,26,348,186
14135,4690.31,35.00231343283583,15,96,3850,371
14138,965.88,20.997391304347826,2,40,600,62
14139,415.82,15.993076923076924,1,26,510,0
14140,935.05,14.167424242424241,2,60,811,27
14141,915.13,22.87825,4,27,355,102
14142,311.81,14.173181818181819,1,22,313,0
14143,115.8,16.54285714285714,1,7,30,0
14145,3742.2,340.2,4,6,756,170
14146,4191.0,19.957142857142856,5,184,2437,348
14147,483.4,96.67999999999999,2,4,108,207
14148,157.2,52.4,1,3,16,0
14149,446.62,15.950714285714286,1,28,218,0
14150,658.64,25.33230769230769,2,23,496,324
14152,621.29,12.67938775510204,2,47,711,158
14154,1345.62,25.87730769230769,2,52,465,0
14155,118.75,19.791666666666668,1,6,25,0
14156,117210.08,84.02156272401434,55,730,57768,361
14157,424.89000000000004,9.236739130434783,2,45,271,265
14158,507.65999999999997,12.381951219512194,1,41,781,0
14159,4630.35,3.9407234042553196,11,507,4348,343
14161,1097.6200000000001,10.554038461538463,3,87,450,153
14162,289.36,11.5744,2,25,142,118
14163,2445.91,47.036730769230765,4,36,893,151
14164,1631.77,56.26793103448276,2,28,1033,10
14165,120.44,5.0183333333333335,1,23,53,0
14167,562.59,11.251800000000001,4,27,147,291
14171,363.79,6.272241379310345,1,57,167,0
14173,450.84,15.546206896551723,4,28,150,208
14174,134.46,5.171538461538462,1,26,94,0
14175,3222.3,21.626174496644296,3,139,1515,269
14176,576.9000000000001,18.609677419354842,4,28,209,70
14177,549.46,13.401463414634147,4,37,204,93
14178,1600.26,5.032264150943396,7,191,1494,173
14179,701.57,4.46859872611465,2,135,319,11
14180,4748.52,19.785500000000003,25,111,719,361
14184,452.89,18.870416666666667,1,24,127,0
14185,197.65,65.88333333333334,1,3,6,0
14188,2054.36,31.605538461538462,6,36,1162,279
14189,4654.08,17.56256603773585,15,177,3937,366
14191,4684.76,18.08787644787645,13,145,3662,218
14193,853.39,20.318809523809524,2,35,445,201
14194,11349.52,19.601934369602763,21,274,5840,303
14195,1012.0,144.57142857142858,2,7,760,50
14196,335.52,55.919999999999995,1,6,142,0
14198,701.4,17.984615384615385,4,36,290,221
14199,185.39999999999998,92.69999999999999,1,2,28,0
14201,747.44,20.20108108108108,7,32,590,299
14204,150.61,3.861794871794872,1,36,72,0
14205,466.7,19.445833333333333,2,23,204,247
14206,328.15999999999997,16.407999999999998,1,20,276,0
14208,151.74,15.174000000000001,1,10,114,0
14209,2073.43,23.83252873563218,6,56,691,321
14210,1905.8400000000001,18.684705882352944,6,65,760,265
14211,2241.1,20.009821428571428,9,87,1242,241
14212,1070.48,118.94222222222223,1,9,1152,0
14214,1004.38,14.990746268656716,5,64,751,246
14215,1789.72,16.57148148148148,6,98,1358,356
14216,1839.3,31.17457627118644,4,47,594,34
14217,2004.98,20.0498,17,78,689,364
14218,169.48000000000002,14.123333333333335,1,12,160,0
14219,89.94,12.848571428571429,1,7,78,0
14220,632.4,30.114285714285714,2,21,272,110
14221,3432.8,17.78652849740933,9,123,2191,296
14222,683.17,16.662682926829266,1,41,607,0
14223,991.13,16.518833333333333,3,50,585,171
14224,1009.73,8.93566371681416,4,105,483,209
14226,2214.79,33.55742424242424,5,64,1296,240
14227,3350.96,19.148342857142858,10,118,1820,258
14229,1547.2,38.68,3,29,610,281
14231,925.71,18.514200000000002,3,47,409,104
14232,2048.07,17.80930434782609,5,81,1941,221
14233,1462.72,41.792,4,30,680,268
14234,754.12,5.130068027210885,4,122,951,35
14235,3144.86,39.80835443037975,5,66,1959,185
14236,490.86,32.724000000000004,2,15,310,291
14237,161.0,17.88888888888889,1,9,38,0
14238,146.85,18.35625,1,8,111,0
14239,2380.85,21.257589285714285,11,83,993,272
14240,890.34,21.19857142857143,2,38,418,195
14241,213.70000000000002,21.37,1,10,146,0
14242,280.55,17.534375,2,13,123,91
14243,2588.77,18.360070921985816,10,99,1221,357
14245,1693.45,15.680092592592594,2,107,976,43
14246,1474.06,19.654133333333334,3,57,804,135
14247,136.77,6.838500000000001,1,19,47,0
14248,302.58,37.8225,1,8,102,0
14250,1904.05,17.153603603603603,3,94,1200,82
14251,2879.7000000000003,36.91923076923077,5,37,1674,55
14256,969.0600000000001,18.284150943396227,2,51,414,104
14257,3099.7200000000003,29.242641509433966,5,88,1682,254
14258,12669.98,114.14396396396396,9,59,7100,328
14259,120.0,24.0,1,5,68,0
14261,1163.45,22.37403846153846,2,52,406,27
14262,2618.23,18.3093006993007,8,88,1645,232
14264,333.97,19.64529411764706,2,15,70,90
14265,530.18,17.10258064516129,2,31,330,39
14267,1516.24,27.568,3,25,530,97
14270,492.65000000000003,16.98793103448276,1,29,197,0
14271,112.32000000000001,11.232000000000001,1,10,88,0
14272,437.96,13.271515151515151,2,33,599,180
14273,559.97,19.309310344827587,4,22,264,190
14276,1119.74,17.4959375,3,55,744,191
14277,4188.0,18.864864864864863,3,195,1976,197
14280,134.04,16.755,1,8,52,0
14282,3701.44,24.035324675324677,15,73,2656,364
14284,595.25,18.6015625,2,24,161,55
14285,1910.01,70.74111111111111,4,18,541,155
14286,4628.75,16.53125,3,221,4338,219
14287,176.63,19.625555555555554,3,9,261,190
14288,426.6,26.6625,1,16,188,0
14289,911.26,19.388510638297873,6,34,292,280
14290,2314.65,22.917326732673267,5,89,915,350
14291,3883.25,16.385021097046412,11,145,2749,273
14292,4871.93,48.719300000000004,9,65,1663,275
14293,1046.56,17.15672131147541,4,52,709,365
14295,166.20000000000002,33.24,1,5,84,0
14297,1305.33,21.053709677419352,4,48,865,257
14298,51527.3,31.476664630421503,44,891,58343,352
14299,3965.62,27.73160839160839,9,95,2149,357
14300,43.2,14.4,1,3,32,0
14301,640.14,49.24153846153846,1,13,606,0
14304,383.45,22.555882352941175,1,17,139,0
14305,1858.96,17.70438095238095,3,96,1089,64
14306,2093.32,63.4339393939394,2,33,1075,34
14307,2995.72,16.642888888888887,6,150,2058,284
14309,2352.53,20.10709401709402,9,74,1633,350
14311,310.26,15.513,1,20,146,0
14312,1611.59,18.524022988505745,6,74,1012,290
14314,120.0,15.0,1,8,296,0
14315,2481.13,24.565643564356435,6,64,1021,221
14317,508.58,21.190833333333334,1,24,255,0
14320,477.79,15.412580645161292,2,29,325,126
14321,1530.75,12.445121951219512,5,111,2406,322
14323,605.0600000000001,16.807222222222222,2,32,350,123
14326,183.85,22.98125,1,8,103,0
14327,311.65,25.97083333333333,1,12,139,0
14329,4975.24,19.28387596899225,7,220,3087,312
14331,462.65999999999997,16.523571428571426,2,27,252,10
14332,840.21,33.6084,3,22,463,125
14333,415.2,27.68,1,15,58,0
14334,2552.21,15.754382716049383,8,99,1731,341
14335,454.86,7.581,2,55,375,80
14336,1614.91,17.943444444444445,4,77,1759,259
14338,588.22,18.97483870967742,2,30,335,35
14339,309.52,22.108571428571427,1,14,168,0
14340,134.7,22.45,1,6,58,0
14341,2166.98,16.92953125,8,109,1397,273
14342,668.5600000000001,31.836190476190477,4,18,347,188
14344,889.9300000000001,12.534225352112676,8,56,477,241
14345,108.97999999999999,18.16333333333333,1,6,50,0
14346,1021.58,17.026333333333334,2,55,605,176
14348,409.57,22.753888888888888,1,18,183,0
14349,133.5,4.306451612903226,1,31,86,0
14350,282.93,15.718333333333334,1,18,183,0
14351,51.0,51.0,1,1,12,0
14352,1078.96,22.95659574468085,4,44,538,116
14353,90.6,15.1,1,6,64,0
14354,163.62,18.18,2,9,210,24
14355,174.4,15.854545454545455,1,11,92,0
14356,701.23,21.24939393939394,2,33,277,1
14357,225.12,5.628,1,39,147,0
14359,912.18,16.58509090909091,3,44,371,68
14360,2118.03,18.102820512820514,4,104,1139,62
14362,151.5,4.094594594594595,1,37,96,0
14364,3717.35,53.87463768115942,8,62,1967,102
14367,9227.82,17.711746641074857,16,272,4426,267
14368,155.0,19.375,1,8,36,0
14371,100.5,25.125,1,4,34,0
14373,76.55,19.1375,1,4,17,0
14375,235.56,3.5690909090909093,1,57,184,0
14377,617.05,56.095454545454544,2,11,219,70
14379,348.1,7.567391304347827,2,40,292,251
14381,202.68,3.619285714285714,1,56,146,0
14382,615.49,4.88484126984127,1,121,1231,0
14383,1247.69,21.14728813559322,3,49,817,125
14385,202.10999999999999,14.43642857142857,3,13,159,14
14386,142.4,20.342857142857145,1,7,54,0
14387,1727.6,12.428776978417266,3,125,795,76
14388,3212.84,17.273333333333333,8,126,1941,362
14389,1043.46,23.188000000000002,2,33,729,125
14390,4642.57,16.347077464788732,9,140,2133,362
14393,67.95,13.59,1,5,13,0
14395,3479.91,9.999741379310345,9,184,1689,369
14396,487.99,6.684794520547945,2,71,225,306
14397,2612.96,30.034022988505747,19,18,1890,210
14400,574.7,22.988000000000003,1,25,454,0
14401,4051.48,22.26087912087912,13,114,4507,355
14403,1475.81,73.7905,4,17,519,116
14404,1449.32,14.4932,6,70,827,335
14406,156.75,19.59375,1,8,77,0
14407,2157.73,29.557945205479452,6,67,1415,169
14408,2599.03,24.519150943396227,7,61,1610,253
14409,2059.4500000000003,38.137962962962966,6,40,1230,297
14410,1100.27,5.821534391534391,9,153,567,213
14411,1063.0,75.92857142857143,1,14,196,0
14412,770.03,17.90767441860465,2,43,786,30
14413,121.05,5.502272727272727,1,22,67,0
14414,1496.98,15.432783505154639,7,79,2512,267
14415,5855.57,10.113246977547496,13,288,2996,359
14416,490.22,35.01571428571429,2,13,326,20
14418,1937.25,15.622983870967742,3,114,1711,104
14419,1051.79,5.206881188118811,6,112,483,354
14420,387.52,13.362758620689654,1,29,334,0
14421,813.11,30.115185185185187,2,25,365,154
14422,4263.64,19.205585585585588,6,189,2906,266
14423,265.2,88.39999999999999,1,3,120,0
14424,322.08,322.08,1,1,48,0
14426,4481.67,20.007455357142856,10,183,2699,289
14427,363.34000000000003,21.37294117647059,2,16,228,13
14428,1224.06,8.934744525547444,5,108,428,317
14431,470.36,27.668235294117647,1,17,130,0
14432,2248.5,5.964190981432361,6,256,2013,79
14434,1372.8,114.39999999999999,6,3,368,50
14436,89.06,9.895555555555555,1,9,129,0
14437,63.0,12.6,1,5,60,0
14438,131.9,14.655555555555557,1,9,82,0
14439,2661.24,83.16375,1,32,526,0
14440,2357.68,42.86690909090909,5,34,588,357
14441,1712.89,33.58607843137255,4,43,446,254
14442,1589.82,25.235238095238095,2,58,482,112
14443,1420.2,15.270967741935484,4,84,938,314
14446,1010.35,3.6474729241877255,4,236,916,245
14447,1163.23,16.617571428571427,5,59,571,261
14448,375.35,18.767500000000002,2,20,104,354
14449,885.8,3.5431999999999997,4,203,741,353
14450,483.25,12.08125,3,32,241,139
14451,643.9,6.132380952380952,2,86,378,134
14452,259.05,4.3175,2,55,116,83
14453,119.93,5.451363636363637,1,22,49,0
14456,3017.28,3.1861457233368533,9,582,2885,137
14457,113.64,28.41,1,4,88,0
14459,1837.92,49.67351351351351,1,37,760,0
14460,434.34,27.14625,3,14,881,200
14461,2103.06,11.683666666666666,3,173,766,113
14462,1980.57,8.500300429184549,11,150,956,273
14463,529.62,88.27,3,6,179,107
14465,1038.44,8.44260162601626,3,107,398,56
14466,2272.4,31.561111111111114,7,37,1006,343
14467,596.26,6.699550561797753,4,67,276,295
14470,461.19,10.725348837209303,2,43,193,275
14472,1852.67,6.991207547169812,8,153,1135,251
14473,234.34,33.47714285714286,2,7,88,208
14474,547.66,18.884827586206896,1,29,140,0
14475,925.85,22.04404761904762,3,35,447,233
14476,193.0,11.352941176470589,1,17,110,0
14477,1309.6,130.95999999999998,4,7,720,277
14479,316.25,17.569444444444443,2,18,117,111
14480,279.05,21.465384615384615,1,13,143,0
14481,636.51,21.217,2,25,489,122
14482,2022.81,14.765036496350364,6,110,1627,220
14483,137.1,15.233333333333333,1,9,97,0
14484,321.92,22.994285714285716,1,14,210,0
14485,162.8,3.539130434782609,1,44,70,0
14487,1165.48,8.324857142857143,6,112,712,341
14488,1064.28,23.136521739130433,1,46,799,0
14489,463.38,15.446,1,30,299,0
14491,340.93,20.05470588235294,2,17,139,197
14493,2383.24,19.860333333333333,5,95,1285,147
14494,139.56,19.937142857142856,1,7,92,0
14495,123.8,20.633333333333333,2,6,62,70
14496,538.8100000000001,28.35842105263158,2,16,159,61
14497,475.37,16.392068965517243,1,29,235,0
14498,1957.32,10.141554404145078,5,161,1098,319
14499,808.44,4.254947368421053,3,147,496,252
14500,356.85,50.978571428571435,3,6,117,101
14501,251.21,25.121000000000002,2,9,161,136
14502,2429.83,3.9964309210526316,11,369,1480,293
14503,3543.26,21.605243902439025,6,113,2004,175
14504,673.26,6.2921495327102805,4,85,308,231
14505,5859.43,7.464242038216561,8,543,2739,344
14506,1960.65,6.6462711864406785,5,205,704,351
14507,1367.88,14.398736842105265,6,79,594,252
14508,268.05,4.873636363636364,2,52,129,67
14511,1314.81,19.33544117647059,5,54,784,122
14512,275.28,11.968695652173912,2,19,122,44
14513,455.59000000000003,37.965833333333336,3,11,361,188
14514,990.2,14.35072463768116,3,65,564,270
14515,2076.89,21.192755102040817,6,69,1110,200
14517,330.45,18.358333333333334,2,17,91,108
14518,174.37,10.898125,1,16,278,0
14520,270.6,67.65,2,3,146,289
14522,974.54,57.32588235294117,4,16,525,173
14523,241.09,20.090833333333332,1,12,251,0
14524,1843.83,9.359543147208122,9,162,669,329
14525,4215.9,14.95,9,218,2637,341
14527,8507.13,8.761204943357363,55,337,2088,366
14528,364.21999999999997,20.234444444444442,1,18,278,0
14529,578.61,2.7164788732394367,3,177,325,50
14530,2862.11,13.437136150234743,6,141,1395,270
14532,932.85,14.57578125,4,45,284,115
14533,1949.72,31.44709677419355,7,53,4019,328
14534,4397.3,8.656102362204726,18,335,2027,315
14535,2854.84,8.70378048780488,3,281,1824,188
14536,170.95,9.497222222222222,1,18,39,0
14537,355.56,35.556,1,10,120,0
14538,388.25,20.43421052631579,2,19,155,191
14539,537.48,16.79625,2,31,428,28
14540,952.66,13.417746478873239,3,64,411,299
14541,1453.35,13.84142857142857,8,71,641,260
14542,103.25,20.65,1,5,19,0
14543,3599.73,50.70042253521127,16,43,675,336
14544,2004.3,18.056756756756755,2,98,1536,337
14546,2573.93,6.48345088161209,5,252,1313,243
14547,3974.75,11.196478873239437,8,199,2639,50
14548,652.8,163.2,2,2,256,167
14549,289.24,5.165,1,56,136,0
14550,757.37,16.114255319148935,2,38,389,33
14551,186.23,18.622999999999998,2,9,106,185
14552,164.22,2.8810526315789473,1,57,90,0
14553,859.27,7.604159292035398,5,105,493,319
14554,2279.4900000000002,11.229014778325125,4,147,1443,42
14555,312.54,16.449473684210528,2,18,122,244
14557,788.38,49.27375,1,16,510,0
14560,2237.77,30.240135135135134,22,40,1260,350
14561,1080.76,15.6631884057971,3,67,1014,108
14562,5006.77,11.949331742243437,18,190,1815,300
14565,3099.12,24.40251968503937,4,111,1540,265
14566,1432.0,358.0,1,4,800,0
14567,1530.3600000000001,46.374545454545455,2,33,412,73
14569,227.39,18.949166666666667,1,10,79,0
14570,218.06,7.519310344827586,2,29,95,0
14572,2804.54,10.704351145038167,7,191,1420,320
14573,1639.82,7.223876651982379,9,127,534,192
14576,35.400000000000006,35.400000000000006,1,1,12,0
14577,859.71,6.989512195121952,4,88,353,350
14578,168.63,7.02625,1,24,240,0
14581,138.6,8.152941176470588,1,16,217,0
14582,114.11,19.018333333333334,1,6,73,0
14583,986.96,3.2680794701986757,5,244,751,200
14584,1033.06,10.54142857142857,4,68,381,29
14585,157.05,5.415517241379311,1,29,91,0
14586,237.35999999999999,12.492631578947368,1,19,444,0
14587,1580.29,4.259541778975741,9,175,749,312
14589,39.75,13.25,1,3,5,0
14591,1320.21,7.501193181818182,4,139,1228,197
14592,557.94,3.5312658227848104,3,132,407,28
14593,617.15,4.087086092715231,3,129,330,177
14594,363.33,6.987115384615384,2,48,183,365
14595,1740.6,17.06470588235294,6,94,978,293
14597,866.24,18.430638297872342,2,45,566,180
14598,221.97,4.4394,1,49,189,0
14600,393.33000000000004,15.733200000000002,1,25,125,0
14601,213.96,30.565714285714286,1,7,168,0
14603,660.0,330.0,1,2,400,0
14606,12076.15,4.511075831154277,93,826,6187,372
14607,16209.5,200.1172839506173,14,38,11526,245
14608,1785.15,89.25750000000001,4,8,437,358
14609,601.56,150.39,4,2,7026,224
14616,406.08000000000004,135.36,3,2,104,74
14618,553.44,34.59,3,10,264,328
14619,394.44,19.722,1,20,152,0
14620,412.78000000000003,15.876153846153848,2,26,214,78
14621,1788.3600000000001,19.438695652173916,5,80,993,357
14622,320.58000000000004,15.265714285714287,1,21,146,0
14623,886.7,6.666917293233083,5,107,418,203
14624,225.85,17.373076923076923,2,13,162,1
14625,899.63,16.974150943396225,2,51,335,164
14626,2791.27,22.87926229508197,4,108,1403,209
14628,671.96,27.998333333333335,2,22,272,151
